Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,mixed_CS=T,mixed_CS=F,convn_CS=T,convn_CS=F
systematic,0.75,80,0.98,8.0,8.0,36.0,54.0
systematic,0.75,80,0.98,8.0,12.0,30.0,52.0
systematic,0.75,80,0.98,6.0,8.0,46.0,56.0
systematic,0.75,80,0.98,20.0,22.0,58.0,64.0
systematic,0.75,80,0.98,18.0,18.0,52.0,62.0
systematic,0.75,80,0.98,18.0,18.0,58.0,56.0
systematic,0.75,80,0.98,12.0,12.0,36.0,58.0
systematic,0.75,80,0.98,2.0,2.0,14.0,22.0
systematic,0.75,80,0.98,10.0,10.0,30.0,50.0
systematic,0.75,80,0.98,12.0,14.0,34.0,56.0
systematic,0.75,80,0.98,20.0,20.0,42.0,62.0
systematic,0.75,80,0.98,2.0,2.0,26.0,48.0
systematic,0.75,80,0.98,6.0,8.0,18.0,50.0
systematic,0.75,80,0.98,10.0,16.0,34.0,54.0
systematic,0.75,80,0.98,10.0,10.0,26.0,48.0
systematic,0.75,80,0.98,10.0,10.0,44.0,60.0
systematic,0.75,80,0.98,6.0,8.0,30.0,54.0
systematic,0.75,80,0.98,4.0,4.0,22.0,36.0
systematic,0.75,80,0.98,6.0,8.0,22.0,46.0
systematic,0.75,80,0.98,8.0,10.0,24.0,60.0
systematic,0.75,80,0.98,10.0,12.0,46.0,62.0
systematic,0.75,80,0.98,12.0,12.0,32.0,52.0
systematic,0.75,80,0.98,8.0,10.0,38.0,48.0
systematic,0.75,80,0.98,6.0,6.0,30.0,52.0
systematic,0.75,80,0.98,8.0,10.0,34.0,44.0
systematic,0.75,80,0.98,6.0,10.0,26.0,38.0
systematic,0.75,80,0.98,4.0,8.0,42.0,42.0
systematic,0.75,80,0.98,10.0,10.0,32.0,48.0
systematic,0.75,80,0.98,6.0,6.0,36.0,54.0
systematic,0.75,80,0.98,6.0,8.0,28.0,50.0
systematic,0.75,80,0.98,6.0,6.0,36.0,52.0
systematic,0.75,80,0.98,6.0,6.0,36.0,50.0
systematic,0.75,80,0.98,6.0,8.0,40.0,56.0
systematic,0.75,80,0.98,8.0,10.0,20.0,54.0
systematic,0.75,80,0.98,10.0,12.0,46.0,62.0
systematic,0.75,80,0.98,4.0,6.0,22.0,32.0
systematic,0.75,80,0.98,14.0,14.0,44.0,62.0
systematic,0.75,80,0.98,8.0,10.0,30.0,40.0
systematic,0.75,80,0.98,22.0,24.0,48.0,66.0
systematic,0.75,80,0.98,4.0,4.0,24.0,50.0
systematic,0.75,80,0.98,8.0,8.0,24.0,50.0
systematic,0.75,80,0.98,4.0,6.0,36.0,46.0
systematic,0.75,80,0.98,6.0,8.0,20.0,54.0
systematic,0.75,80,0.98,6.0,10.0,20.0,50.0
systematic,0.75,80,0.98,22.0,22.0,42.0,64.0
systematic,0.75,80,0.98,10.0,12.0,32.0,50.0
systematic,0.75,80,0.98,10.0,10.0,32.0,60.0
systematic,0.75,80,0.98,4.0,8.0,36.0,48.0
systematic,0.75,80,0.98,6.0,10.0,22.0,56.0
systematic,0.75,80,0.98,6.0,14.0,32.0,56.0
systematic,0.75,80,0.98,8.0,10.0,36.0,60.0
systematic,0.75,80,0.98,16.0,14.0,46.0,54.0
systematic,0.75,80,0.98,12.0,12.0,38.0,56.0
systematic,0.75,80,0.98,4.0,6.0,30.0,46.0
systematic,0.75,80,0.98,8.0,12.0,30.0,50.0
systematic,0.75,80,0.98,6.0,10.0,30.0,42.0
systematic,0.75,80,0.98,10.0,12.0,34.0,46.0
systematic,0.75,80,0.98,8.0,10.0,28.0,54.0
systematic,0.75,80,0.98,4.0,6.0,24.0,44.0
systematic,0.75,80,0.98,14.0,14.0,40.0,58.0
systematic,0.75,80,0.98,4.0,8.0,24.0,40.0
systematic,0.75,80,0.98,8.0,10.0,42.0,58.0
systematic,0.75,80,0.98,8.0,10.0,30.0,40.0
systematic,0.75,80,0.98,4.0,6.0,34.0,56.0
systematic,0.75,80,0.98,6.0,8.0,26.0,44.0
systematic,0.75,80,0.98,6.0,8.0,48.0,54.0
systematic,0.75,80,0.98,10.0,10.0,22.0,58.0
systematic,0.75,80,0.98,28.0,30.0,44.0,66.0
systematic,0.75,80,0.98,10.0,12.0,30.0,48.0
systematic,0.75,80,0.98,12.0,14.0,36.0,62.0
systematic,0.75,80,0.98,6.0,6.0,38.0,48.0
systematic,0.75,80,0.98,8.0,8.0,32.0,56.0
systematic,0.75,80,0.98,10.0,12.0,46.0,48.0
systematic,0.75,80,0.98,8.0,10.0,32.0,54.0
systematic,0.75,80,0.98,12.0,12.0,38.0,50.0
systematic,0.75,80,0.98,20.0,20.0,50.0,68.0
systematic,0.75,80,0.98,12.0,14.0,34.0,56.0
systematic,0.75,80,0.98,4.0,6.0,40.0,46.0
systematic,0.75,80,0.98,10.0,10.0,26.0,54.0
systematic,0.75,80,0.98,4.0,8.0,34.0,44.0
systematic,0.75,80,0.98,10.0,12.0,38.0,54.0
systematic,0.75,80,0.98,12.0,12.0,30.0,56.0
systematic,0.75,80,0.98,12.0,12.0,32.0,60.0
systematic,0.75,80,0.98,6.0,10.0,22.0,48.0
systematic,0.75,80,0.98,10.0,10.0,26.0,58.0
systematic,0.75,80,0.98,10.0,12.0,38.0,54.0
systematic,0.75,80,0.98,10.0,10.0,34.0,58.0
systematic,0.75,80,0.98,6.0,8.0,26.0,48.0
systematic,0.75,80,0.98,8.0,10.0,40.0,50.0
systematic,0.75,80,0.98,14.0,20.0,32.0,60.0
systematic,0.75,80,0.98,10.0,12.0,30.0,58.0
systematic,0.75,80,0.98,8.0,8.0,30.0,52.0
systematic,0.75,80,0.98,8.0,10.0,46.0,52.0
systematic,0.75,80,0.98,10.0,12.0,34.0,48.0
systematic,0.75,80,0.98,18.0,20.0,46.0,62.0
systematic,0.75,80,0.98,12.0,14.0,30.0,56.0
systematic,0.75,80,0.98,14.0,16.0,34.0,56.0
systematic,0.75,80,0.98,12.0,14.0,28.0,68.0
systematic,0.75,80,0.98,10.0,10.0,50.0,58.0
systematic,0.75,80,0.98,14.0,16.0,32.0,62.0
systematic,0.75,80,0.98,8.0,12.0,44.0,56.0
systematic,0.75,80,0.98,10.0,10.0,36.0,60.0
systematic,0.75,80,0.98,4.0,8.0,36.0,42.0
systematic,0.75,80,0.98,6.0,8.0,28.0,46.0
systematic,0.75,80,0.98,8.0,8.0,38.0,48.0
systematic,0.75,80,0.98,12.0,16.0,54.0,62.0
systematic,0.75,80,0.98,14.0,16.0,32.0,58.0
systematic,0.75,80,0.98,8.0,10.0,44.0,54.0
systematic,0.75,80,0.98,14.0,14.0,48.0,58.0
systematic,0.75,80,0.98,8.0,8.0,26.0,54.0
systematic,0.75,80,0.98,12.0,16.0,30.0,54.0
systematic,0.75,80,0.98,8.0,10.0,30.0,54.0
systematic,0.75,80,0.98,12.0,18.0,54.0,58.0
systematic,0.75,80,0.98,8.0,10.0,32.0,44.0
systematic,0.75,80,0.98,16.0,18.0,46.0,62.0
systematic,0.75,80,0.98,4.0,6.0,50.0,54.0
systematic,0.75,80,0.98,10.0,10.0,42.0,58.0
systematic,0.75,80,0.98,8.0,10.0,40.0,58.0
systematic,0.75,80,0.98,16.0,18.0,58.0,64.0
systematic,0.75,80,0.98,10.0,14.0,36.0,48.0
systematic,0.75,80,0.98,8.0,10.0,44.0,52.0
systematic,0.75,80,0.98,6.0,10.0,34.0,54.0
systematic,0.75,80,0.98,6.0,6.0,26.0,30.0
systematic,0.75,80,0.98,10.0,10.0,40.0,60.0
systematic,0.75,80,0.98,14.0,20.0,60.0,66.0
systematic,0.75,80,0.98,10.0,10.0,40.0,54.0
systematic,0.75,80,0.98,12.0,26.0,46.0,58.0
systematic,0.75,80,0.98,16.0,16.0,50.0,54.0
systematic,0.75,80,0.98,6.0,8.0,24.0,60.0
systematic,0.75,80,0.98,8.0,8.0,28.0,60.0
systematic,0.75,80,0.98,4.0,6.0,28.0,36.0
systematic,0.75,80,0.98,8.0,8.0,28.0,48.0
systematic,0.75,80,0.98,12.0,14.0,32.0,56.0
systematic,0.75,80,0.98,2.0,4.0,36.0,44.0
systematic,0.75,80,0.98,12.0,14.0,40.0,54.0
systematic,0.75,80,0.98,8.0,10.0,50.0,56.0
systematic,0.75,80,0.98,8.0,12.0,28.0,44.0
systematic,0.75,80,0.98,8.0,16.0,38.0,58.0
systematic,0.75,80,0.98,12.0,14.0,38.0,60.0
systematic,0.75,80,0.98,16.0,18.0,42.0,62.0
systematic,0.75,80,0.98,6.0,8.0,26.0,48.0
systematic,0.75,80,0.98,8.0,8.0,32.0,60.0
systematic,0.75,80,0.98,8.0,8.0,20.0,50.0
systematic,0.75,80,0.98,14.0,14.0,50.0,62.0
systematic,0.75,80,0.98,10.0,12.0,40.0,52.0
systematic,0.75,80,0.98,6.0,6.0,28.0,42.0
systematic,0.75,80,0.98,10.0,12.0,42.0,54.0
systematic,0.75,80,0.98,8.0,8.0,44.0,44.0
systematic,0.75,80,0.98,6.0,8.0,26.0,54.0
systematic,0.75,80,0.98,10.0,10.0,30.0,64.0
systematic,0.75,80,0.98,6.0,8.0,38.0,56.0
systematic,0.75,80,0.98,8.0,10.0,34.0,52.0
systematic,0.75,80,0.98,6.0,12.0,36.0,38.0
systematic,0.75,80,0.98,14.0,14.0,46.0,54.0
systematic,0.75,80,0.98,8.0,12.0,22.0,40.0
systematic,0.75,80,0.98,16.0,18.0,36.0,52.0
systematic,0.75,80,0.98,8.0,10.0,44.0,56.0
systematic,0.75,80,0.98,6.0,8.0,28.0,50.0
systematic,0.75,80,0.98,2.0,8.0,22.0,38.0
systematic,0.75,80,0.98,12.0,18.0,52.0,58.0
systematic,0.75,80,0.98,2.0,2.0,18.0,28.0
systematic,0.75,80,0.98,12.0,12.0,40.0,58.0
systematic,0.75,80,0.98,6.0,8.0,24.0,48.0
systematic,0.75,80,0.98,12.0,12.0,46.0,62.0
systematic,0.75,80,0.98,14.0,14.0,40.0,52.0
systematic,0.75,80,0.98,6.0,8.0,22.0,46.0
systematic,0.75,80,0.98,8.0,10.0,18.0,56.0
systematic,0.75,80,0.98,10.0,14.0,30.0,56.0
systematic,0.75,80,0.98,10.0,14.0,28.0,44.0
systematic,0.75,80,0.98,4.0,4.0,24.0,38.0
systematic,0.75,80,0.98,14.0,16.0,38.0,54.0
systematic,0.75,80,0.98,16.0,18.0,44.0,66.0
systematic,0.75,80,0.98,8.0,10.0,40.0,50.0
systematic,0.75,80,0.98,12.0,12.0,44.0,58.0
systematic,0.75,80,0.98,8.0,8.0,32.0,52.0
systematic,0.75,80,0.98,2.0,2.0,28.0,44.0
systematic,0.75,80,0.98,10.0,10.0,32.0,56.0
systematic,0.75,80,0.98,12.0,12.0,40.0,56.0
systematic,0.75,80,0.98,12.0,14.0,40.0,44.0
systematic,0.75,80,0.98,10.0,12.0,40.0,58.0
systematic,0.75,80,0.98,16.0,16.0,48.0,54.0
systematic,0.75,80,0.98,8.0,12.0,34.0,42.0
systematic,0.75,80,0.98,8.0,10.0,38.0,58.0
systematic,0.75,80,0.98,6.0,10.0,32.0,46.0
systematic,0.75,80,0.98,10.0,12.0,38.0,62.0
systematic,0.75,80,0.98,10.0,14.0,40.0,56.0
systematic,0.75,80,0.98,14.0,16.0,52.0,64.0
systematic,0.75,80,0.98,8.0,10.0,28.0,48.0
systematic,0.75,80,0.98,6.0,8.0,30.0,44.0
systematic,0.75,80,0.98,12.0,12.0,40.0,54.0
systematic,0.75,80,0.98,12.0,14.0,46.0,62.0
systematic,0.75,80,0.98,2.0,4.0,22.0,38.0
systematic,0.75,80,0.98,6.0,6.0,34.0,56.0
systematic,0.75,80,0.98,16.0,18.0,46.0,58.0
systematic,0.75,80,0.98,18.0,22.0,52.0,66.0
systematic,0.75,80,0.98,4.0,4.0,24.0,46.0
systematic,0.75,80,0.98,8.0,8.0,26.0,56.0
systematic,0.75,80,0.98,6.0,14.0,44.0,52.0
systematic,0.75,80,0.98,6.0,6.0,32.0,56.0
systematic,0.75,80,0.98,12.0,12.0,28.0,38.0
systematic,0.75,80,0.98,10.0,12.0,36.0,48.0
systematic,0.75,80,0.98,8.0,10.0,24.0,50.0
systematic,0.75,80,0.98,8.0,8.0,34.0,52.0
systematic,0.75,80,0.98,2.0,2.0,12.0,18.0
systematic,0.75,80,0.98,8.0,14.0,34.0,54.0
systematic,0.75,80,0.98,4.0,4.0,20.0,50.0
systematic,0.75,80,0.98,14.0,14.0,40.0,62.0
systematic,0.75,80,0.98,16.0,16.0,34.0,60.0
systematic,0.75,80,0.98,6.0,10.0,24.0,42.0
systematic,0.75,80,0.98,12.0,12.0,44.0,58.0
systematic,0.75,80,0.98,4.0,4.0,26.0,44.0
systematic,0.75,80,0.98,10.0,10.0,30.0,48.0
systematic,0.75,80,0.98,24.0,26.0,44.0,66.0
systematic,0.75,80,0.98,18.0,18.0,42.0,62.0
systematic,0.75,80,0.98,6.0,14.0,44.0,64.0
systematic,0.75,80,0.98,8.0,12.0,16.0,40.0
systematic,0.75,80,0.98,6.0,10.0,20.0,54.0
systematic,0.75,80,0.98,4.0,4.0,20.0,50.0
systematic,0.75,80,0.98,6.0,6.0,22.0,52.0
systematic,0.75,80,0.98,14.0,14.0,28.0,60.0
systematic,0.75,80,0.98,6.0,8.0,48.0,50.0
systematic,0.75,80,0.98,4.0,6.0,26.0,34.0
systematic,0.75,80,0.98,12.0,16.0,46.0,60.0
systematic,0.75,80,0.98,8.0,8.0,34.0,56.0
systematic,0.75,80,0.98,16.0,18.0,30.0,64.0
systematic,0.75,80,0.98,10.0,12.0,24.0,56.0
systematic,0.75,80,0.98,12.0,14.0,30.0,32.0
systematic,0.75,80,0.98,4.0,12.0,36.0,38.0
systematic,0.75,80,0.98,16.0,18.0,48.0,64.0
systematic,0.75,80,0.98,6.0,10.0,34.0,58.0
systematic,0.75,80,0.98,10.0,14.0,34.0,52.0
systematic,0.75,80,0.98,10.0,14.0,38.0,54.0
systematic,0.75,80,0.98,14.0,14.0,54.0,60.0
systematic,0.75,80,0.98,2.0,4.0,40.0,54.0
systematic,0.75,80,0.98,6.0,6.0,30.0,42.0
systematic,0.75,80,0.98,12.0,18.0,46.0,56.0
systematic,0.75,80,0.98,18.0,18.0,42.0,54.0
systematic,0.75,80,0.98,12.0,14.0,30.0,62.0
systematic,0.75,80,0.98,12.0,12.0,34.0,58.0
systematic,0.75,80,0.98,8.0,8.0,38.0,44.0
systematic,0.75,80,0.98,16.0,20.0,36.0,58.0
systematic,0.75,80,0.98,2.0,4.0,24.0,22.0
systematic,0.75,80,0.98,6.0,10.0,28.0,48.0
systematic,0.75,80,0.98,6.0,8.0,30.0,42.0
systematic,0.75,80,0.98,6.0,8.0,22.0,52.0
systematic,0.75,80,0.98,6.0,10.0,36.0,36.0
systematic,0.75,80,0.98,6.0,8.0,40.0,46.0
systematic,0.75,80,0.98,6.0,10.0,24.0,38.0
systematic,0.75,80,0.98,8.0,10.0,26.0,52.0
systematic,0.75,80,0.98,8.0,10.0,36.0,56.0
systematic,0.75,80,0.98,8.0,10.0,28.0,40.0
systematic,0.75,80,0.98,10.0,12.0,36.0,50.0
systematic,0.75,80,0.98,10.0,10.0,30.0,48.0
systematic,0.75,80,0.98,4.0,6.0,10.0,16.0
systematic,0.75,80,0.98,8.0,10.0,38.0,52.0
systematic,0.75,80,0.98,12.0,12.0,38.0,44.0
systematic,0.75,80,0.98,6.0,12.0,38.0,54.0
systematic,0.75,80,0.98,10.0,10.0,22.0,58.0
systematic,0.75,80,0.98,2.0,4.0,30.0,44.0
systematic,0.75,80,0.98,2.0,4.0,20.0,50.0
systematic,0.75,80,0.98,14.0,16.0,38.0,62.0
systematic,0.75,80,0.98,10.0,10.0,32.0,60.0
systematic,0.75,80,0.98,14.0,16.0,40.0,60.0
systematic,0.75,80,0.98,2.0,2.0,28.0,34.0
systematic,0.75,80,0.98,4.0,6.0,28.0,44.0
systematic,0.75,80,0.98,10.0,12.0,44.0,60.0
systematic,0.75,80,0.98,10.0,10.0,30.0,48.0
