Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,mixed_CS=T,mixed_CS=F,convn_CS=T,convn_CS=F
downtrend,0.75,80,0.53,10.0,11.0,27.0,36.0
downtrend,0.75,80,0.53,11.0,12.0,27.0,35.0
downtrend,0.75,80,0.53,11.0,11.0,26.0,36.0
downtrend,0.75,80,0.53,10.0,11.0,27.0,36.0
downtrend,0.75,80,0.53,11.0,12.0,27.0,36.0
downtrend,0.75,80,0.53,11.0,12.0,26.0,35.0
downtrend,0.75,80,0.53,10.0,12.0,26.0,36.0
downtrend,0.75,80,0.53,11.0,12.0,27.0,35.0
downtrend,0.75,80,0.53,12.0,12.0,26.0,35.0
downtrend,0.75,80,0.53,11.0,13.0,27.0,36.0
downtrend,0.75,80,0.53,11.0,11.0,28.0,36.0
downtrend,0.75,80,0.53,11.0,12.0,27.0,35.0
downtrend,0.75,80,0.53,12.0,12.0,27.0,36.0
downtrend,0.75,80,0.53,9.0,11.0,26.0,36.0
downtrend,0.75,80,0.53,10.0,11.0,25.0,35.0
downtrend,0.75,80,0.53,10.0,12.0,26.0,35.0
downtrend,0.75,80,0.53,10.0,10.0,28.0,36.0
downtrend,0.75,80,0.53,11.0,12.0,26.0,35.0
downtrend,0.75,80,0.53,9.0,13.0,27.0,35.0
downtrend,0.75,80,0.53,11.0,12.0,27.0,36.0
downtrend,0.75,80,0.53,10.0,11.0,27.0,35.0
downtrend,0.75,80,0.53,11.0,12.0,26.0,36.0
downtrend,0.75,80,0.53,9.0,11.0,27.0,35.0
downtrend,0.75,80,0.53,9.0,12.0,26.0,36.0
downtrend,0.75,80,0.53,9.0,10.0,26.0,35.0
downtrend,0.75,80,0.53,11.0,11.0,26.0,35.0
downtrend,0.75,80,0.53,10.0,11.0,26.0,36.0
downtrend,0.75,80,0.53,11.0,11.0,26.0,36.0
downtrend,0.75,80,0.53,10.0,11.0,26.0,35.0
downtrend,0.75,80,0.53,10.0,12.0,26.0,37.0
downtrend,0.75,80,0.53,10.0,12.0,26.0,35.0
downtrend,0.75,80,0.53,11.0,11.0,26.0,35.0
downtrend,0.75,80,0.53,12.0,12.0,27.0,36.0
downtrend,0.75,80,0.53,11.0,12.0,26.0,35.0
downtrend,0.75,80,0.53,10.0,11.0,27.0,35.0
downtrend,0.75,80,0.53,11.0,11.0,27.0,36.0
downtrend,0.75,80,0.53,12.0,12.0,27.0,36.0
downtrend,0.75,80,0.53,11.0,11.0,27.0,36.0
downtrend,0.75,80,0.53,11.0,11.0,27.0,35.0
downtrend,0.75,80,0.53,11.0,11.0,25.0,36.0
downtrend,0.75,80,0.53,10.0,12.0,27.0,36.0
downtrend,0.75,80,0.53,9.0,10.0,26.0,36.0
downtrend,0.75,80,0.53,12.0,12.0,27.0,36.0
downtrend,0.75,80,0.53,9.0,11.0,27.0,36.0
downtrend,0.75,80,0.53,10.0,13.0,26.0,35.0
downtrend,0.75,80,0.53,12.0,13.0,28.0,36.0
downtrend,0.75,80,0.53,10.0,12.0,26.0,36.0
downtrend,0.75,80,0.53,8.0,11.0,25.0,35.0
downtrend,0.75,80,0.53,11.0,11.0,26.0,35.0
downtrend,0.75,80,0.53,11.0,12.0,26.0,35.0
downtrend,0.75,80,0.53,10.0,11.0,26.0,36.0
downtrend,0.75,80,0.53,10.0,12.0,27.0,36.0
downtrend,0.75,80,0.53,11.0,12.0,26.0,36.0
downtrend,0.75,80,0.53,12.0,13.0,26.0,36.0
downtrend,0.75,80,0.53,10.0,11.0,26.0,36.0
downtrend,0.75,80,0.53,11.0,11.0,26.0,36.0
downtrend,0.75,80,0.53,11.0,11.0,26.0,36.0
downtrend,0.75,80,0.53,11.0,12.0,26.0,35.0
downtrend,0.75,80,0.53,10.0,12.0,28.0,36.0
downtrend,0.75,80,0.53,10.0,11.0,26.0,35.0
downtrend,0.75,80,0.53,10.0,11.0,26.0,36.0
downtrend,0.75,80,0.53,11.0,11.0,28.0,37.0
downtrend,0.75,80,0.53,12.0,13.0,27.0,36.0
downtrend,0.75,80,0.53,11.0,12.0,27.0,36.0
downtrend,0.75,80,0.53,12.0,12.0,26.0,35.0
downtrend,0.75,80,0.53,10.0,10.0,27.0,35.0
downtrend,0.75,80,0.53,8.0,11.0,27.0,35.0
downtrend,0.75,80,0.53,11.0,12.0,27.0,36.0
downtrend,0.75,80,0.53,9.0,11.0,26.0,35.0
downtrend,0.75,80,0.53,10.0,11.0,26.0,36.0
downtrend,0.75,80,0.53,10.0,11.0,26.0,35.0
downtrend,0.75,80,0.53,11.0,11.0,27.0,35.0
downtrend,0.75,80,0.53,12.0,12.0,26.0,36.0
downtrend,0.75,80,0.53,11.0,11.0,26.0,36.0
downtrend,0.75,80,0.53,11.0,11.0,27.0,36.0
downtrend,0.75,80,0.53,10.0,11.0,26.0,35.0
downtrend,0.75,80,0.53,11.0,11.0,27.0,35.0
downtrend,0.75,80,0.53,10.0,11.0,28.0,36.0
downtrend,0.75,80,0.53,11.0,11.0,26.0,36.0
downtrend,0.75,80,0.53,11.0,12.0,25.0,36.0
downtrend,0.75,80,0.53,11.0,11.0,27.0,35.0
downtrend,0.75,80,0.53,11.0,12.0,25.0,35.0
downtrend,0.75,80,0.53,11.0,12.0,27.0,36.0
downtrend,0.75,80,0.53,11.0,12.0,27.0,35.0
downtrend,0.75,80,0.53,10.0,12.0,26.0,36.0
downtrend,0.75,80,0.53,10.0,11.0,26.0,35.0
downtrend,0.75,80,0.53,11.0,12.0,26.0,35.0
downtrend,0.75,80,0.53,10.0,12.0,27.0,35.0
downtrend,0.75,80,0.53,9.0,11.0,27.0,35.0
downtrend,0.75,80,0.53,11.0,12.0,27.0,36.0
downtrend,0.75,80,0.53,9.0,12.0,27.0,36.0
downtrend,0.75,80,0.53,12.0,12.0,26.0,36.0
downtrend,0.75,80,0.53,9.0,11.0,26.0,36.0
downtrend,0.75,80,0.53,11.0,12.0,26.0,36.0
downtrend,0.75,80,0.53,9.0,10.0,28.0,35.0
downtrend,0.75,80,0.53,10.0,10.0,26.0,35.0
downtrend,0.75,80,0.53,10.0,11.0,27.0,35.0
downtrend,0.75,80,0.53,10.0,11.0,27.0,36.0
downtrend,0.75,80,0.53,10.0,11.0,26.0,35.0
downtrend,0.75,80,0.53,9.0,11.0,27.0,35.0
downtrend,0.75,80,0.53,10.0,11.0,26.0,35.0
downtrend,0.75,80,0.53,10.0,11.0,27.0,35.0
downtrend,0.75,80,0.53,12.0,12.0,28.0,35.0
downtrend,0.75,80,0.53,11.0,12.0,27.0,35.0
downtrend,0.75,80,0.53,10.0,11.0,27.0,35.0
downtrend,0.75,80,0.53,11.0,12.0,26.0,36.0
downtrend,0.75,80,0.53,9.0,11.0,27.0,35.0
downtrend,0.75,80,0.53,10.0,12.0,26.0,35.0
downtrend,0.75,80,0.53,11.0,12.0,27.0,36.0
downtrend,0.75,80,0.53,9.0,10.0,27.0,36.0
downtrend,0.75,80,0.53,11.0,11.0,26.0,35.0
downtrend,0.75,80,0.53,10.0,11.0,25.0,36.0
downtrend,0.75,80,0.53,11.0,12.0,26.0,34.0
downtrend,0.75,80,0.53,10.0,12.0,27.0,35.0
downtrend,0.75,80,0.53,12.0,13.0,27.0,36.0
downtrend,0.75,80,0.53,12.0,12.0,26.0,36.0
downtrend,0.75,80,0.53,10.0,11.0,27.0,36.0
downtrend,0.75,80,0.53,10.0,11.0,26.0,36.0
downtrend,0.75,80,0.53,10.0,10.0,26.0,35.0
downtrend,0.75,80,0.53,10.0,12.0,27.0,35.0
downtrend,0.75,80,0.53,10.0,10.0,26.0,35.0
downtrend,0.75,80,0.53,9.0,11.0,26.0,35.0
downtrend,0.75,80,0.53,10.0,11.0,26.0,36.0
downtrend,0.75,80,0.53,11.0,12.0,26.0,37.0
downtrend,0.75,80,0.53,10.0,11.0,26.0,35.0
downtrend,0.75,80,0.53,9.0,11.0,27.0,35.0
downtrend,0.75,80,0.53,10.0,11.0,27.0,35.0
downtrend,0.75,80,0.53,11.0,13.0,26.0,36.0
downtrend,0.75,80,0.53,10.0,11.0,26.0,36.0
downtrend,0.75,80,0.53,11.0,11.0,27.0,36.0
downtrend,0.75,80,0.53,11.0,12.0,26.0,35.0
downtrend,0.75,80,0.53,10.0,11.0,26.0,35.0
downtrend,0.75,80,0.53,11.0,12.0,26.0,36.0
downtrend,0.75,80,0.53,10.0,12.0,26.0,36.0
downtrend,0.75,80,0.53,9.0,12.0,26.0,35.0
downtrend,0.75,80,0.53,10.0,12.0,26.0,36.0
downtrend,0.75,80,0.53,10.0,11.0,26.0,36.0
downtrend,0.75,80,0.53,11.0,12.0,27.0,36.0
downtrend,0.75,80,0.53,10.0,11.0,25.0,35.0
downtrend,0.75,80,0.53,11.0,11.0,27.0,35.0
downtrend,0.75,80,0.53,9.0,11.0,27.0,35.0
downtrend,0.75,80,0.53,11.0,12.0,27.0,35.0
downtrend,0.75,80,0.53,10.0,11.0,27.0,36.0
downtrend,0.75,80,0.53,10.0,11.0,27.0,35.0
downtrend,0.75,80,0.53,10.0,11.0,26.0,35.0
downtrend,0.75,80,0.53,11.0,12.0,26.0,34.0
downtrend,0.75,80,0.53,10.0,11.0,26.0,36.0
downtrend,0.75,80,0.53,10.0,12.0,27.0,36.0
downtrend,0.75,80,0.53,11.0,12.0,27.0,35.0
downtrend,0.75,80,0.53,9.0,11.0,27.0,35.0
downtrend,0.75,80,0.53,12.0,12.0,28.0,36.0
downtrend,0.75,80,0.53,10.0,11.0,27.0,35.0
downtrend,0.75,80,0.53,9.0,10.0,26.0,35.0
downtrend,0.75,80,0.53,11.0,12.0,27.0,35.0
